city,latitude,longitude,time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,pressure_msl,cloud_cover,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
Karachi,24.8607,67.0011,2026-04-01 00:00:00,24.5,64,0.0,8.9,276,1010.4,100,53.0,29.6,508.0,23.3,13.2,89.0,75
Karachi,24.8607,67.0011,2026-04-01 01:00:00,24.5,65,0.0,8.4,281,1010.0,99,51.9,27.8,432.0,18.4,11.4,94.0,75
Karachi,24.8607,67.0011,2026-04-01 02:00:00,24.0,68,0.0,7.3,286,1009.3,100,49.5,25.5,358.0,14.3,9.9,98.0,76
Karachi,24.8607,67.0011,2026-04-01 03:00:00,23.9,69,0.0,8.8,287,1008.9,100,45.8,23.6,281.0,11.6,9.0,98.0,76
Karachi,24.8607,67.0011,2026-04-01 04:00:00,23.4,72,0.0,8.4,290,1008.7,93,41.6,22.0,206.0,9.8,8.4,96.0,76
Karachi,24.8607,67.0011,2026-04-01 05:00:00,24.0,70,0.0,9.4,281,1009.0,100,39.5,21.8,197.0,11.7,8.5,91.0,76
Karachi,24.8607,67.0011,2026-04-01 06:00:00,23.9,70,0.0,10.1,281,1009.2,99,36.9,21.0,329.0,17.2,9.3,87.0,75
Karachi,24.8607,67.0011,2026-04-01 07:00:00,23.7,72,0.0,9.4,282,1009.6,100,38.2,23.7,527.0,24.5,10.6,82.0,75
Karachi,24.8607,67.0011,2026-04-01 08:00:00,24.9,67,0.0,9.9,279,1010.4,99,41.1,25.4,634.0,27.6,12.3,85.0,75
Karachi,24.8607,67.0011,2026-04-01 09:00:00,26.4,58,0.0,13.3,273,1011.0,100,40.0,21.7,552.0,22.5,15.0,102.0,75
Karachi,24.8607,67.0011,2026-04-01 10:00:00,27.4,53,0.0,13.4,263,1011.3,100,38.0,20.4,378.0,13.2,18.1,127.0,74
Karachi,24.8607,67.0011,2026-04-01 11:00:00,27.9,50,0.0,15.3,261,1011.6,100,37.0,19.8,249.0,6.1,19.9,144.0,74
Karachi,24.8607,67.0011,2026-04-01 12:00:00,28.5,48,0.0,14.9,258,1011.6,100,36.4,18.6,225.0,3.8,19.2,146.0,74
Karachi,24.8607,67.0011,2026-04-01 13:00:00,28.6,48,0.0,14.8,254,1010.8,100,35.6,16.9,245.0,3.7,17.2,141.0,73
Karachi,24.8607,67.0011,2026-04-01 14:00:00,29.0,44,0.0,13.3,257,1009.9,100,36.6,16.0,267.0,4.2,15.7,134.0,73
Karachi,24.8607,67.0011,2026-04-01 15:00:00,28.9,44,0.0,12.8,242,1008.6,100,34.9,14.8,277.0,4.8,15.6,126.0,72
Karachi,24.8607,67.0011,2026-04-01 16:00:00,28.0,50,0.0,14.9,242,1007.8,100,34.5,14.3,288.0,5.9,16.0,116.0,80
Karachi,24.8607,67.0011,2026-04-01 17:00:00,27.0,56,0.0,15.9,250,1008.5,96,43.4,18.1,300.0,8.2,16.6,105.0,87
Karachi,24.8607,67.0011,2026-04-01 18:00:00,26.3,60,0.0,15.4,259,1008.7,94,42.0,17.7,311.0,10.9,16.0,97.0,88
Karachi,24.8607,67.0011,2026-04-01 19:00:00,25.6,63,0.0,12.5,265,1009.1,96,39.8,17.9,322.0,14.8,15.0,85.0,81
Karachi,24.8607,67.0011,2026-04-01 20:00:00,25.2,66,0.0,12.3,273,1009.7,98,39.0,19.2,334.0,18.0,14.3,75.0,70
Karachi,24.8607,67.0011,2026-04-01 21:00:00,24.9,70,0.0,10.8,272,1010.3,100,39.0,20.0,357.0,20.1,14.0,70.0,70
Karachi,24.8607,67.0011,2026-04-01 22:00:00,24.7,73,0.0,9.1,279,1010.6,95,39.6,20.7,382.0,21.6,13.8,66.0,70
Karachi,24.8607,67.0011,2026-04-01 23:00:00,24.7,76,0.0,8.5,277,1010.1,19,40.0,21.3,381.0,22.2,13.4,64.0,69
Karachi,24.8607,67.0011,2026-04-02 00:00:00,24.9,77,0.0,11.5,272,1010.2,98,39.7,21.3,326.0,21.1,12.4,63.0,69
Karachi,24.8607,67.0011,2026-04-02 01:00:00,25.0,76,0.0,11.7,279,1010.4,100,38.9,20.7,245.0,19.1,11.1,62.0,68
Karachi,24.8607,67.0011,2026-04-02 02:00:00,24.6,78,0.0,7.7,282,1009.4,98,38.3,20.5,191.0,17.8,10.3,60.0,67
Karachi,24.8607,67.0011,2026-04-02 03:00:00,24.2,80,0.0,4.3,312,1009.2,100,38.8,21.0,181.0,17.7,10.1,55.0,67
Karachi,24.8607,67.0011,2026-04-02 04:00:00,23.6,83,0.0,6.5,337,1008.6,100,41.4,22.1,197.0,18.4,10.4,50.0,67
Karachi,24.8607,67.0011,2026-04-02 05:00:00,23.2,86,0.0,1.6,270,1009.3,100,36.1,18.7,239.0,14.3,9.5,58.0,67
Karachi,24.8607,67.0011,2026-04-02 06:00:00,23.4,85,0.0,1.2,231,1008.9,99,38.0,19.6,329.0,16.4,10.4,60.0,66
Karachi,24.8607,67.0011,2026-04-02 07:00:00,23.2,87,0.2,6.9,261,1009.8,100,42.6,22.9,445.0,19.3,11.9,63.0,66
Karachi,24.8607,67.0011,2026-04-02 08:00:00,23.8,79,0.3,12.8,286,1010.9,100,61.7,23.3,521.0,20.6,13.6,67.0,66
Karachi,24.8607,67.0011,2026-04-02 09:00:00,21.4,82,3.3,15.1,279,1012.3,100,69.2,24.2,522.0,19.0,15.8,71.0,66
Karachi,24.8607,67.0011,2026-04-02 10:00:00,21.5,81,0.1,10.7,210,1013.2,100,79.2,25.4,483.0,15.8,18.3,76.0,66
Karachi,24.8607,67.0011,2026-04-02 11:00:00,23.8,74,0.0,4.9,172,1012.7,100,95.9,27.5,447.0,13.1,20.8,82.0,67
Karachi,24.8607,67.0011,2026-04-02 12:00:00,24.3,72,0.0,8.7,175,1012.9,100,101.3,28.8,428.0,11.2,23.7,89.0,67
Karachi,24.8607,67.0011,2026-04-02 13:00:00,24.0,73,0.4,11.0,185,1012.1,100,110.8,31.5,413.0,9.8,26.5,97.0,68
Karachi,24.8607,67.0011,2026-04-02 14:00:00,24.3,75,0.2,10.7,207,1011.4,100,115.9,33.2,403.0,9.2,27.5,101.0,69
Karachi,24.8607,67.0011,2026-04-02 15:00:00,21.8,82,5.0,6.5,275,1011.2,100,114.8,32.8,400.0,9.4,25.1,99.0,71
Karachi,24.8607,67.0011,2026-04-02 16:00:00,23.9,73,0.0,8.3,214,1010.0,100,103.1,29.4,404.0,10.5,20.8,93.0,73
Karachi,24.8607,67.0011,2026-04-02 17:00:00,20.3,86,0.9,1.7,139,1010.7,100,59.5,21.0,413.0,11.5,14.9,90.0,74
Karachi,24.8607,67.0011,2026-04-02 18:00:00,20.5,86,0.0,7.2,183,1010.0,99,57.0,20.9,433.0,16.1,14.5,83.0,74
Karachi,24.8607,67.0011,2026-04-02 19:00:00,20.5,86,0.0,1.9,202,1009.7,79,51.7,21.2,460.0,22.4,14.1,73.0,74
Karachi,24.8607,67.0011,2026-04-02 20:00:00,20.5,85,0.0,1.6,84,1010.2,35,35.0,17.8,477.0,26.3,14.4,66.0,75
Karachi,24.8607,67.0011,2026-04-02 21:00:00,20.6,85,0.0,1.3,214,1010.8,94,25.6,12.4,467.0,25.2,16.2,66.0,75
Karachi,24.8607,67.0011,2026-04-02 22:00:00,20.5,87,0.0,4.4,328,1011.3,98,21.7,11.3,449.0,21.7,18.6,69.0,74
Karachi,24.8607,67.0011,2026-04-02 23:00:00,18.2,92,0.0,21.7,238,1011.9,100,21.1,12.0,462.0,19.3,20.2,70.0,73
Karachi,24.8607,67.0011,2026-04-03 00:00:00,19.2,89,1.4,6.4,248,1011.1,52,20.7,12.4,541.0,19.4,19.8,67.0,72
Karachi,24.8607,67.0011,2026-04-03 01:00:00,19.2,91,0.0,6.0,241,1010.7,85,20.4,13.2,653.0,20.6,18.5,63.0,72
Karachi,24.8607,67.0011,2026-04-03 02:00:00,19.6,90,0.0,7.6,297,1010.0,54,20.5,13.3,736.0,21.7,17.9,59.0,71
Karachi,24.8607,67.0011,2026-04-03 03:00:00,18.8,91,0.0,7.6,342,1009.2,2,21.2,13.1,742.0,22.2,18.8,56.0,70
Karachi,24.8607,67.0011,2026-04-03 04:00:00,17.9,94,0.0,8.1,4,1008.8,4,21.3,13.6,720.0,22.6,20.5,52.0,70
Karachi,24.8607,67.0011,2026-04-03 05:00:00,17.7,95,0.0,7.4,68,1009.6,5,26.0,14.6,754.0,19.1,16.3,53.0,69
Karachi,24.8607,67.0011,2026-04-03 06:00:00,17.8,93,0.0,6.7,70,1009.9,6,27.2,16.4,944.0,22.1,20.4,50.0,68
Karachi,24.8607,67.0011,2026-04-03 07:00:00,18.1,91,0.0,4.7,32,1010.4,6,29.2,19.7,1190.0,26.1,26.1,46.0,68
Karachi,24.8607,67.0011,2026-04-03 08:00:00,19.1,87,0.0,4.1,358,1011.1,20,30.6,19.7,1277.0,27.1,30.2,49.0,68
Karachi,24.8607,67.0011,2026-04-03 09:00:00,20.8,78,0.0,2.7,323,1011.8,13,27.0,16.3,1051.0,22.5,31.8,63.0,68
Karachi,24.8607,67.0011,2026-04-03 10:00:00,22.6,71,0.0,3.6,270,1012.0,22,23.3,13.6,666.0,15.0,32.0,83.0,67
Karachi,24.8607,67.0011,2026-04-03 11:00:00,24.1,61,0.0,8.3,268,1012.4,59,21.9,12.5,370.0,9.0,30.5,100.0,66
Karachi,24.8607,67.0011,2026-04-03 12:00:00,24.9,54,0.0,11.3,256,1011.8,70,21.9,12.2,269.0,6.1,26.4,112.0,64
Karachi,24.8607,67.0011,2026-04-03 13:00:00,25.3,52,0.0,12.6,251,1011.3,98,22.5,12.0,257.0,4.6,20.6,120.0,63
Karachi,24.8607,67.0011,2026-04-03 14:00:00,25.3,52,0.0,12.9,247,1010.3,73,22.0,10.7,264.0,4.0,16.2,124.0,61
Karachi,24.8607,67.0011,2026-04-03 15:00:00,25.4,51,0.0,12.9,247,1009.4,54,23.0,10.4,268.0,3.8,14.7,122.0,59
Karachi,24.8607,67.0011,2026-04-03 16:00:00,24.9,54,0.0,13.5,239,1008.9,6,23.4,10.5,291.0,4.5,14.5,115.0,57
Karachi,24.8607,67.0011,2026-04-03 17:00:00,24.5,64,0.0,12.8,218,1008.6,69,29.7,12.7,334.0,6.6,12.1,104.0,56
Karachi,24.8607,67.0011,2026-04-03 18:00:00,24.0,66,0.0,11.5,231,1008.5,84,30.6,13.7,414.0,11.7,12.3,91.0,55
Karachi,24.8607,67.0011,2026-04-03 19:00:00,23.4,69,0.0,10.1,241,1009.0,98,29.9,15.8,514.0,18.9,12.7,73.0,55
Karachi,24.8607,67.0011,2026-04-03 20:00:00,23.3,72,0.0,10.2,234,1009.3,41,32.7,18.2,581.0,25.5,13.0,58.0,54
Karachi,24.8607,67.0011,2026-04-03 21:00:00,23.2,74,0.0,9.2,247,1010.3,1,35.2,20.7,595.0,31.7,13.5,49.0,54
Karachi,24.8607,67.0011,2026-04-03 22:00:00,23.1,76,0.0,7.8,266,1010.8,2,37.4,23.9,577.0,37.2,13.9,44.0,54
Karachi,24.8607,67.0011,2026-04-03 23:00:00,23.2,71,0.0,6.8,281,1010.6,20,37.7,24.9,532.0,38.9,13.7,44.0,56
Karachi,24.8607,67.0011,2026-04-04 00:00:00,23.3,69,0.0,7.4,284,1010.3,7,35.9,23.5,444.0,33.8,12.2,52.0,57
Karachi,24.8607,67.0011,2026-04-04 01:00:00,22.9,69,0.0,6.6,303,1010.2,5,32.4,21.1,330.0,24.9,9.9,65.0,58
Karachi,24.8607,67.0011,2026-04-04 02:00:00,22.5,68,0.0,8.0,301,1009.5,2,28.3,18.5,246.0,17.7,8.3,75.0,58
Karachi,24.8607,67.0011,2026-04-04 03:00:00,22.1,68,0.0,9.2,305,1009.3,1,24.4,16.4,181.0,13.2,7.6,79.0,59
Karachi,24.8607,67.0011,2026-04-04 04:00:00,21.7,70,0.0,9.7,309,1009.4,0,21.7,15.1,147.0,10.3,7.5,80.0,59
Karachi,24.8607,67.0011,2026-04-04 05:00:00,21.4,80,0.0,7.3,320,1009.7,0,24.5,15.9,234.0,12.3,8.4,79.0,59
Karachi,24.8607,67.0011,2026-04-04 06:00:00,20.9,84,0.0,5.9,348,1010.0,0,24.8,16.9,586.0,20.6,10.4,73.0,59
Karachi,24.8607,67.0011,2026-04-04 07:00:00,20.5,87,0.0,4.9,8,1010.6,0,31.5,23.2,1059.0,31.7,13.2,65.0,59
Karachi,24.8607,67.0011,2026-04-04 08:00:00,21.8,85,0.0,2.7,20,1011.1,0,31.0,23.9,1310.0,36.6,15.6,67.0,60
Karachi,24.8607,67.0011,2026-04-04 09:00:00,24.0,74,0.0,2.2,279,1011.7,0,27.9,17.3,1121.0,29.4,17.3,89.0,60
Karachi,24.8607,67.0011,2026-04-04 10:00:00,25.7,65,0.0,4.5,230,1011.8,0,32.5,15.8,709.0,16.1,18.5,122.0,60
Karachi,24.8607,67.0011,2026-04-04 11:00:00,27.0,56,0.0,7.6,216,1011.7,0,36.0,15.7,386.0,5.9,18.6,145.0,60
Karachi,24.8607,67.0011,2026-04-04 12:00:00,27.5,53,0.0,11.9,222,1011.6,0,35.9,14.7,278.0,2.8,16.7,150.0,61
Karachi,24.8607,67.0011,2026-04-04 13:00:00,27.5,51,0.0,14.3,233,1011.2,0,34.1,13.6,259.0,2.9,13.6,145.0,61
Karachi,24.8607,67.0011,2026-04-04 14:00:00,27.5,50,0.0,14.4,239,1010.4,0,29.8,12.7,262.0,3.5,11.4,139.0,61
Karachi,24.8607,67.0011,2026-04-04 15:00:00,27.4,48,0.0,14.5,245,1009.4,0,27.7,12.6,269.0,3.5,10.9,135.0,63
Karachi,24.8607,67.0011,2026-04-04 16:00:00,26.9,50,0.0,14.1,240,1008.9,0,26.9,12.9,298.0,4.1,11.3,130.0,78
Karachi,24.8607,67.0011,2026-04-04 17:00:00,25.7,53,0.0,14.2,243,1009.5,0,21.2,10.7,333.0,6.5,11.8,124.0,91
Karachi,24.8607,67.0011,2026-04-04 18:00:00,24.9,58,0.0,12.8,251,1009.8,0,22.8,11.7,380.0,12.3,11.9,112.0,98
Karachi,24.8607,67.0011,2026-04-04 19:00:00,24.0,66,0.0,12.5,252,1010.1,1,22.9,14.1,433.0,20.2,12.1,96.0,96
Karachi,24.8607,67.0011,2026-04-04 20:00:00,23.8,68,0.0,14.0,248,1010.5,22,24.5,16.1,460.0,26.0,12.1,84.0,86
Karachi,24.8607,67.0011,2026-04-04 21:00:00,23.7,68,0.0,13.6,248,1010.7,99,24.9,16.6,440.0,27.8,11.8,79.0,72
Karachi,24.8607,67.0011,2026-04-04 22:00:00,23.8,69,0.0,13.8,257,1011.7,98,25.0,17.3,393.0,27.4,11.3,78.0,61
Karachi,24.8607,67.0011,2026-04-04 23:00:00,24.1,68,0.0,12.2,261,1011.5,88,24.6,17.3,348.0,26.0,10.6,78.0,60
Karachi,24.8607,67.0011,2026-04-05 00:00:00,24.0,68,0.0,10.6,271,1011.2,4,23.3,16.3,313.0,23.5,9.6,77.0,59
Karachi,24.8607,67.0011,2026-04-05 01:00:00,23.6,71,0.0,8.6,282,1011.1,1,22.4,15.7,281.0,20.1,8.4,77.0,59
Karachi,24.8607,67.0011,2026-04-05 02:00:00,23.2,73,0.0,7.5,294,1010.5,45,22.7,16.1,256.0,17.5,7.8,76.0,58
Karachi,24.8607,67.0011,2026-04-05 03:00:00,22.9,75,0.0,7.6,289,1010.3,99,22.8,16.3,205.0,15.6,7.8,73.0,58
Karachi,24.8607,67.0011,2026-04-05 04:00:00,22.6,76,0.0,7.4,296,1010.1,88,22.8,16.4,161.0,14.6,8.4,69.0,58
Karachi,24.8607,67.0011,2026-04-05 05:00:00,22.1,83,0.0,7.9,297,1010.5,98,18.7,14.2,231.0,12.0,8.2,71.0,58
Karachi,24.8607,67.0011,2026-04-05 06:00:00,22.4,81,0.0,6.7,294,1010.7,94,19.7,15.6,558.0,22.1,10.6,62.0,58
Karachi,24.8607,67.0011,2026-04-05 07:00:00,22.4,81,0.0,6.2,306,1011.1,98,28.8,24.3,998.0,35.5,14.1,51.0,58
Karachi,24.8607,67.0011,2026-04-05 08:00:00,23.4,79,0.0,5.2,284,1011.9,99,32.0,27.4,1226.0,41.6,17.1,52.0,58
Karachi,24.8607,67.0011,2026-04-05 09:00:00,24.8,71,0.0,5.4,276,1012.1,68,29.0,20.7,1031.0,33.3,19.5,76.0,58
Karachi,24.8607,67.0011,2026-04-05 10:00:00,26.4,62,0.0,6.3,255,1012.4,99,29.1,19.1,624.0,17.7,21.6,113.0,59
Karachi,24.8607,67.0011,2026-04-05 11:00:00,26.9,56,0.0,9.3,255,1012.7,99,29.9,18.8,315.0,5.9,22.4,140.0,59
Karachi,24.8607,67.0011,2026-04-05 12:00:00,26.9,56,0.0,10.5,262,1012.6,100,29.0,17.6,236.0,2.5,21.2,149.0,59
Karachi,24.8607,67.0011,2026-04-05 13:00:00,27.0,55,0.0,9.7,260,1011.9,100,27.8,16.6,255.0,2.9,18.7,148.0,59
Karachi,24.8607,67.0011,2026-04-05 14:00:00,27.1,54,0.0,9.4,253,1010.7,79,27.2,16.1,283.0,4.0,16.9,145.0,60
Karachi,24.8607,67.0011,2026-04-05 15:00:00,27.7,52,0.0,11.4,242,1010.1,98,26.3,15.4,282.0,4.3,16.5,142.0,60
Karachi,24.8607,67.0011,2026-04-05 16:00:00,26.6,59,0.0,12.5,235,1009.4,16,26.0,15.1,291.0,5.2,16.8,136.0,72
Karachi,24.8607,67.0011,2026-04-05 17:00:00,26.4,53,0.0,11.4,237,1009.6,3,27.7,15.7,338.0,8.9,19.5,131.0,90
Karachi,24.8607,67.0011,2026-04-05 18:00:00,25.5,58,0.0,11.7,234,1009.6,83,28.5,16.5,454.0,15.5,18.2,114.0,101
Karachi,24.8607,67.0011,2026-04-05 19:00:00,24.7,64,0.0,9.7,235,1009.9,34,28.3,19.0,607.0,24.8,16.4,91.0,102
Karachi,24.8607,67.0011,2026-04-05 20:00:00,24.1,69,0.0,9.8,234,1010.2,4,29.8,20.6,738.0,32.6,15.0,72.0,91
Karachi,24.8607,67.0011,2026-04-05 21:00:00,23.9,70,0.0,9.1,234,1010.8,0,31.3,21.8,846.0,38.0,14.4,61.0,75
Karachi,24.8607,67.0011,2026-04-05 22:00:00,23.6,73,0.0,7.7,239,1011.0,1,33.5,23.8,931.0,41.8,14.2,55.0,63
Karachi,24.8607,67.0011,2026-04-05 23:00:00,23.8,76,0.0,7.8,257,1011.1,0,36.2,25.8,929.0,42.8,13.6,52.0,63
Karachi,24.8607,67.0011,2026-04-06 00:00:00,24.0,76,0.0,9.6,262,1011.0,8,37.5,26.2,773.0,39.4,12.1,54.0,64
Karachi,24.8607,67.0011,2026-04-06 01:00:00,23.8,77,0.0,9.5,269,1010.5,16,37.1,24.9,531.0,33.1,10.3,58.0,65
Karachi,24.8607,67.0011,2026-04-06 02:00:00,23.6,79,0.0,8.8,268,1010.0,20,36.6,23.5,340.0,27.2,8.8,63.0,66
Karachi,24.8607,67.0011,2026-04-06 03:00:00,23.6,79,0.0,8.9,262,1009.6,19,36.6,22.2,238.0,22.1,8.0,66.0,66
Karachi,24.8607,67.0011,2026-04-06 04:00:00,23.5,78,0.0,8.2,262,1009.4,13,36.6,21.3,188.0,17.5,7.5,69.0,67
Karachi,24.8607,67.0011,2026-04-06 05:00:00,23.3,79,0.1,8.8,251,1009.4,14,37.7,21.3,214.0,17.5,8.2,66.0,67
Karachi,24.8607,67.0011,2026-04-06 06:00:00,23.5,77,0.0,10.3,255,1009.8,33,41.2,22.0,392.0,19.4,9.2,69.0,68
Karachi,24.8607,67.0011,2026-04-06 07:00:00,23.7,76,0.0,8.7,265,1010.1,23,44.2,24.4,647.0,21.8,10.6,73.0,68
Karachi,24.8607,67.0011,2026-04-06 08:00:00,25.0,71,0.1,7.4,252,1010.6,37,49.5,24.2,779.0,21.9,12.0,79.0,68
Karachi,24.8607,67.0011,2026-04-06 09:00:00,26.3,64,0.1,13.2,248,1010.9,24,52.3,22.5,662.0,17.3,13.8,91.0,68
Karachi,24.8607,67.0011,2026-04-06 10:00:00,27.4,59,0.1,14.0,240,1011.3,23,52.3,21.9,423.0,10.4,15.6,104.0,68
Karachi,24.8607,67.0011,2026-04-06 11:00:00,27.4,59,0.0,13.4,231,1011.6,29,64.3,23.6,244.0,5.1,16.2,113.0,69
Karachi,24.8607,67.0011,2026-04-06 12:00:00,28.2,57,0.1,16.5,226,1011.2,21,83.8,26.1,202.0,3.1,14.7,112.0,69
Karachi,24.8607,67.0011,2026-04-06 13:00:00,28.5,56,0.0,18.6,225,1010.6,21,77.8,24.7,219.0,2.7,12.0,107.0,70
Karachi,24.8607,67.0011,2026-04-06 14:00:00,28.6,57,0.0,19.0,221,1009.5,28,75.7,24.0,247.0,2.9,9.9,100.0,70
Karachi,24.8607,67.0011,2026-04-06 15:00:00,28.1,61,0.0,20.9,222,1008.5,48,69.2,22.2,278.0,3.5,9.0,93.0,71
Karachi,24.8607,67.0011,2026-04-06 16:00:00,27.7,63,0.1,22.5,224,1008.0,21,57.4,20.4,320.0,4.8,8.6,85.0,72
Karachi,24.8607,67.0011,2026-04-06 17:00:00,26.8,70,0.0,20.9,222,1007.8,23,51.3,18.7,345.0,5.7,8.4,81.0,72
Karachi,24.8607,67.0011,2026-04-06 18:00:00,26.3,74,0.1,20.9,224,1007.7,33,41.9,17.2,337.0,8.1,8.4,75.0,72
Karachi,24.8607,67.0011,2026-04-06 19:00:00,25.7,81,0.1,17.8,228,1007.8,5,35.7,17.2,312.0,11.3,8.3,68.0,73
Karachi,24.8607,67.0011,2026-04-06 20:00:00,25.5,86,0.0,19.4,230,1008.0,2,35.2,17.5,288.0,13.3,8.1,62.0,72
Karachi,24.8607,67.0011,2026-04-06 21:00:00,25.4,87,0.0,19.2,228,1008.5,9,33.4,17.1,274.0,12.9,7.8,60.0,72
Karachi,24.8607,67.0011,2026-04-06 22:00:00,25.3,88,0.0,18.9,230,1008.6,17,33.9,17.1,261.0,11.2,7.3,59.0,72
Karachi,24.8607,67.0011,2026-04-06 23:00:00,25.4,90,0.1,21.5,236,1008.3,13,33.9,17.1,244.0,9.5,6.9,59.0,71
Karachi,24.8607,67.0011,2026-04-07 00:00:00,25.2,91,0.0,20.6,237,1008.3,19,33.2,16.8,218.0,7.9,6.4,59.0,70
Karachi,24.8607,67.0011,2026-04-07 01:00:00,25.4,88,0.0,19.7,235,1007.9,10,31.5,16.1,188.0,6.2,5.9,60.0,69
Karachi,24.8607,67.0011,2026-04-07 02:00:00,25.2,88,0.0,18.1,238,1007.5,22,30.2,15.4,166.0,4.9,5.5,61.0,69
Karachi,24.8607,67.0011,2026-04-07 03:00:00,25.0,89,0.1,15.5,243,1007.0,30,28.9,14.7,151.0,4.0,5.2,62.0,68
Karachi,24.8607,67.0011,2026-04-07 04:00:00,24.8,91,0.0,14.1,249,1006.6,27,29.3,14.4,144.0,3.4,5.1,64.0,67
Karachi,24.8607,67.0011,2026-04-07 05:00:00,24.9,88,0.1,17.5,255,1006.7,0,37.0,15.3,161.0,4.2,5.6,66.0,67
Karachi,24.8607,67.0011,2026-04-07 06:00:00,24.9,84,0.0,18.5,251,1006.8,0,38.0,15.8,228.0,5.8,6.6,66.0,66
Karachi,24.8607,67.0011,2026-04-07 07:00:00,25.0,82,0.0,18.5,249,1006.9,0,43.2,17.7,318.0,8.0,8.0,66.0,66
Karachi,24.8607,67.0011,2026-04-07 08:00:00,25.7,81,0.0,15.8,255,1007.7,0,59.0,21.2,370.0,9.0,9.2,72.0,65
Karachi,24.8607,67.0011,2026-04-07 09:00:00,26.9,67,0.0,17.7,265,1008.2,0,65.0,24.0,343.0,7.7,9.8,88.0,65
Karachi,24.8607,67.0011,2026-04-07 10:00:00,27.8,60,0.0,19.6,263,1008.3,0,62.4,25.4,278.0,5.2,10.2,109.0,65
Karachi,24.8607,67.0011,2026-04-07 11:00:00,28.8,53,0.0,21.5,264,1008.6,0,61.7,25.8,229.0,3.4,10.5,125.0,65
Karachi,24.8607,67.0011,2026-04-07 12:00:00,29.2,52,0.0,20.5,264,1008.4,0,69.2,27.4,219.0,2.8,10.7,133.0,65
Karachi,24.8607,67.0011,2026-04-07 13:00:00,29.3,52,0.0,19.2,262,1007.6,5,80.3,29.3,227.0,2.8,10.7,137.0,66
Karachi,24.8607,67.0011,2026-04-07 14:00:00,29.1,54,0.0,18.6,258,1006.8,0,88.9,31.0,241.0,3.3,10.9,138.0,66
Karachi,24.8607,67.0011,2026-04-07 15:00:00,28.9,51,0.0,18.3,256,1006.0,0,91.0,31.4,260.0,3.8,11.3,137.0,67
Karachi,24.8607,67.0011,2026-04-07 16:00:00,28.5,51,0.0,17.9,260,1005.5,0,85.9,31.0,286.0,4.8,11.7,132.0,67
Karachi,24.8607,67.0011,2026-04-07 17:00:00,27.6,58,0.0,17.5,253,1005.4,0,72.6,27.9,316.0,7.3,11.6,124.0,79
Karachi,24.8607,67.0011,2026-04-07 18:00:00,26.5,67,0.0,17.3,246,1005.3,0,52.4,24.3,350.0,11.9,11.5,109.0,87
Karachi,24.8607,67.0011,2026-04-07 19:00:00,25.7,72,0.0,16.9,243,1005.3,0,38.9,22.6,388.0,18.3,11.4,88.0,87
Karachi,24.8607,67.0011,2026-04-07 20:00:00,25.4,74,0.0,17.3,242,1005.6,0,36.9,23.4,424.0,22.7,11.2,73.0,79
Karachi,24.8607,67.0011,2026-04-07 21:00:00,25.1,82,0.0,15.1,250,1006.0,0,35.9,23.9,469.0,23.6,11.1,69.0,71
Karachi,24.8607,67.0011,2026-04-07 22:00:00,24.7,85,0.0,11.0,268,1006.6,0,35.2,23.9,513.0,22.6,10.9,70.0,71
Karachi,24.8607,67.0011,2026-04-07 23:00:00,24.8,85,0.0,11.2,267,1006.7,2,34.5,23.7,522.0,20.9,10.5,74.0,72
Karachi,24.8607,67.0011,2026-04-08 00:00:00,24.7,83,0.0,10.3,275,1007.1,0,33.4,23.2,465.0,18.4,9.7,79.0,73
Karachi,24.8607,67.0011,2026-04-08 01:00:00,24.1,84,0.0,7.7,269,1006.7,0,32.0,22.6,373.0,15.2,8.8,86.0,73
Karachi,24.8607,67.0011,2026-04-08 02:00:00,23.7,88,0.0,9.3,262,1006.1,13,30.7,22.1,299.0,12.4,8.0,93.0,74
Karachi,24.8607,67.0011,2026-04-08 03:00:00,23.5,90,0.0,10.2,261,1005.9,3,30.0,21.7,243.0,10.2,7.3,98.0,74
Karachi,24.8607,67.0011,2026-04-08 04:00:00,23.4,89,0.0,10.5,254,1005.6,0,29.6,21.5,206.0,8.4,6.8,103.0,75
Karachi,24.8607,67.0011,2026-04-08 05:00:00,23.2,89,0.0,8.3,275,1005.4,0,29.1,21.2,247.0,6.4,7.0,115.0,76
Karachi,24.8607,67.0011,2026-04-08 06:00:00,23.2,89,0.0,7.3,281,1005.9,2,28.9,21.7,445.0,9.8,8.3,112.0,76
Karachi,24.8607,67.0011,2026-04-08 07:00:00,23.4,89,0.0,6.1,267,1006.6,0,31.5,24.2,721.0,14.2,10.4,110.0,77
Karachi,24.8607,67.0011,2026-04-08 08:00:00,24.7,82,0.0,2.9,277,1007.5,0,35.6,25.1,895.0,16.7,13.6,113.0,77
Karachi,24.8607,67.0011,2026-04-08 09:00:00,26.2,69,0.0,2.6,254,1008.2,0,45.8,26.3,872.0,15.2,19.3,128.0,78
Karachi,24.8607,67.0011,2026-04-08 10:00:00,27.8,59,0.0,2.7,208,1008.6,0,64.3,30.3,747.0,11.7,26.3,148.0,78
Karachi,24.8607,67.0011,2026-04-08 11:00:00,28.6,57,0.0,6.1,180,1008.9,2,85.9,35.7,628.0,8.6,31.0,167.0,78
