city,latitude,longitude,time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,pressure_msl,cloud_cover,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
Karachi,24.8607,67.0011,2026-05-18 21:00:00,28.5,85,0.0,18.9,245,1003.4,20,43.8,18.7,203.0,12.9,5.0,44.0,73
Karachi,24.8607,67.0011,2026-05-18 22:00:00,28.5,83,0.0,17.8,247,1003.9,27,41.4,17.8,191.0,12.4,5.0,45.0,73
Karachi,24.8607,67.0011,2026-05-18 23:00:00,28.6,84,0.0,17.0,249,1003.9,30,40.9,17.4,179.0,11.4,4.9,46.0,72
Karachi,24.8607,67.0011,2026-05-19 00:00:00,28.4,85,0.0,17.3,258,1003.7,43,40.0,16.8,164.0,9.7,4.6,48.0,72
Karachi,24.8607,67.0011,2026-05-19 01:00:00,28.3,83,0.0,15.2,260,1003.3,49,39.5,16.2,149.0,7.5,4.1,51.0,71
Karachi,24.8607,67.0011,2026-05-19 02:00:00,28.3,82,0.0,15.7,261,1002.8,38,39.6,15.9,139.0,5.8,3.8,53.0,71
Karachi,24.8607,67.0011,2026-05-19 03:00:00,28.2,81,0.0,15.9,261,1002.4,50,39.9,15.8,134.0,5.0,3.7,54.0,71
Karachi,24.8607,67.0011,2026-05-19 04:00:00,28.2,81,0.0,16.7,259,1002.5,44,40.0,15.7,134.0,4.6,3.8,54.0,70
Karachi,24.8607,67.0011,2026-05-19 05:00:00,28.3,80,0.0,17.0,261,1002.4,38,39.6,16.1,144.0,4.5,3.7,57.0,70
Karachi,24.8607,67.0011,2026-05-19 06:00:00,28.3,80,0.0,17.2,263,1003.3,52,39.8,16.2,173.0,5.2,3.9,58.0,70
Karachi,24.8607,67.0011,2026-05-19 07:00:00,29.0,80,0.0,19.7,266,1003.7,56,48.5,19.3,211.0,6.2,4.2,59.0,69
Karachi,24.8607,67.0011,2026-05-19 08:00:00,30.0,75,0.0,21.3,267,1004.0,38,60.5,22.2,235.0,6.6,4.5,62.0,69
Karachi,24.8607,67.0011,2026-05-19 09:00:00,31.0,70,0.0,21.3,264,1004.4,26,65.4,23.5,229.0,5.8,4.7,70.0,69
Karachi,24.8607,67.0011,2026-05-19 10:00:00,31.9,65,0.0,20.5,259,1004.6,17,63.8,23.1,207.0,4.5,4.8,80.0,69
Karachi,24.8607,67.0011,2026-05-19 11:00:00,32.8,61,0.0,20.2,253,1004.6,9,67.5,23.7,192.0,3.5,4.9,87.0,69
Karachi,24.8607,67.0011,2026-05-19 12:00:00,33.0,59,0.0,20.4,247,1004.0,1,70.8,24.4,190.0,3.1,4.8,90.0,69
Karachi,24.8607,67.0011,2026-05-19 13:00:00,33.1,60,0.0,20.5,242,1003.7,0,71.0,24.8,194.0,3.0,4.7,91.0,68
Karachi,24.8607,67.0011,2026-05-19 14:00:00,32.9,60,0.0,20.2,238,1002.7,0,67.8,24.5,204.0,3.3,4.6,89.0,68
Karachi,24.8607,67.0011,2026-05-19 15:00:00,32.5,62,0.0,19.3,236,1002.3,0,64.7,24.1,224.0,4.1,4.6,84.0,68
Karachi,24.8607,67.0011,2026-05-19 16:00:00,31.9,66,0.0,19.3,230,1001.8,0,59.5,23.1,249.0,5.2,4.6,76.0,68
Karachi,24.8607,67.0011,2026-05-19 17:00:00,31.6,70,0.0,19.9,226,1001.4,0,58.7,22.8,264.0,6.8,4.7,70.0,68
Karachi,24.8607,67.0011,2026-05-19 18:00:00,30.4,81,0.0,19.0,222,1001.7,0,49.8,21.4,259.0,9.1,4.9,62.0,68
Karachi,24.8607,67.0011,2026-05-19 19:00:00,29.5,86,0.0,17.1,225,1001.8,0,42.7,20.4,245.0,12.2,5.2,52.0,68
Karachi,24.8607,67.0011,2026-05-19 20:00:00,29.1,93,0.0,15.2,228,1002.2,0,34.3,16.6,231.0,14.4,5.4,44.0,67
Karachi,24.8607,67.0011,2026-05-19 21:00:00,28.9,96,0.0,13.2,227,1003.0,0,31.4,16.2,225.0,15.1,5.5,41.0,67
Karachi,24.8607,67.0011,2026-05-19 22:00:00,28.7,93,0.0,12.9,230,1003.5,0,31.9,16.4,220.0,14.8,5.6,42.0,67
Karachi,24.8607,67.0011,2026-05-19 23:00:00,28.9,93,0.0,12.2,239,1003.9,0,33.2,16.8,210.0,13.9,5.5,43.0,67
Karachi,24.8607,67.0011,2026-05-20 00:00:00,28.5,96,0.0,11.7,250,1003.7,6,34.0,16.8,190.0,12.0,5.1,45.0,67
Karachi,24.8607,67.0011,2026-05-20 01:00:00,28.2,94,0.0,11.9,260,1003.4,14,34.0,16.4,166.0,9.5,4.6,49.0,67
Karachi,24.8607,67.0011,2026-05-20 02:00:00,28.0,95,0.0,12.2,262,1002.9,29,34.2,16.2,149.0,7.5,4.3,52.0,67
Karachi,24.8607,67.0011,2026-05-20 03:00:00,27.8,94,0.0,11.6,257,1002.7,98,36.0,16.5,141.0,6.5,4.2,54.0,67
Karachi,24.8607,67.0011,2026-05-20 04:00:00,27.7,94,0.0,12.4,257,1002.9,95,38.4,16.9,139.0,6.0,4.3,56.0,67
Karachi,24.8607,67.0011,2026-05-20 05:00:00,27.9,94,0.0,13.1,255,1003.0,89,37.3,16.7,152.0,5.9,4.4,58.0,67
Karachi,24.8607,67.0011,2026-05-20 06:00:00,27.8,95,0.0,14.1,254,1003.4,67,38.1,17.1,193.0,6.8,4.7,61.0,67
Karachi,24.8607,67.0011,2026-05-20 07:00:00,28.5,92,0.0,16.2,253,1004.2,62,48.0,19.3,249.0,8.0,5.1,65.0,67
Karachi,24.8607,67.0011,2026-05-20 08:00:00,29.5,82,0.0,15.1,252,1004.7,24,56.2,22.5,282.0,8.5,5.5,72.0,67
Karachi,24.8607,67.0011,2026-05-20 09:00:00,30.4,78,0.0,15.0,251,1005.0,21,61.7,23.9,271.0,7.5,5.8,85.0,67
Karachi,24.8607,67.0011,2026-05-20 10:00:00,31.2,72,0.0,15.5,250,1005.1,13,68.0,25.4,237.0,5.7,5.9,101.0,67
Karachi,24.8607,67.0011,2026-05-20 11:00:00,32.6,62,0.0,17.1,245,1005.1,5,73.3,26.7,212.0,4.3,6.0,113.0,67
Karachi,24.8607,67.0011,2026-05-20 12:00:00,33.1,58,0.0,18.0,239,1005.0,5,76.1,27.1,207.0,3.8,5.9,117.0,68
Karachi,24.8607,67.0011,2026-05-20 13:00:00,33.3,56,0.0,18.6,236,1004.3,0,78.0,27.4,211.0,3.6,5.6,117.0,68
Karachi,24.8607,67.0011,2026-05-20 14:00:00,33.2,56,0.0,18.4,235,1003.5,0,76.8,27.4,220.0,4.0,5.4,114.0,68
Karachi,24.8607,67.0011,2026-05-20 15:00:00,32.8,55,0.0,17.1,241,1003.0,0,77.3,27.8,237.0,4.8,5.4,108.0,68
Karachi,24.8607,67.0011,2026-05-20 16:00:00,32.1,58,0.0,17.9,241,1002.4,0,75.9,28.0,259.0,6.1,5.4,100.0,69
Karachi,24.8607,67.0011,2026-05-20 17:00:00,31.6,63,0.0,17.3,241,1002.0,0,92.2,32.4,276.0,8.0,5.2,92.0,69
Karachi,24.8607,67.0011,2026-05-20 18:00:00,30.4,74,0.0,16.0,240,1001.9,0,83.6,31.2,286.0,11.2,5.5,81.0,70
Karachi,24.8607,67.0011,2026-05-20 19:00:00,29.4,81,0.0,13.7,238,1002.1,0,74.5,30.5,292.0,15.6,6.0,67.0,71
Karachi,24.8607,67.0011,2026-05-20 20:00:00,28.9,88,0.0,12.5,238,1002.6,0,61.2,27.5,287.0,18.3,6.2,56.0,72
Karachi,24.8607,67.0011,2026-05-20 21:00:00,28.6,92,0.0,12.8,238,1003.2,10,55.4,26.0,266.0,18.0,6.1,53.0,73
Karachi,24.8607,67.0011,2026-05-20 22:00:00,28.5,90,0.0,13.7,240,1003.7,24,53.7,24.9,236.0,16.1,5.8,54.0,73
Karachi,24.8607,67.0011,2026-05-20 23:00:00,28.8,87,0.0,17.3,247,1004.1,34,52.0,23.8,208.0,13.9,5.5,55.0,74
Karachi,24.8607,67.0011,2026-05-21 00:00:00,28.7,87,0.0,15.6,248,1003.9,35,52.7,23.1,185.0,11.5,5.0,56.0,75
Karachi,24.8607,67.0011,2026-05-21 01:00:00,28.3,84,0.0,14.3,245,1003.8,29,53.6,22.5,165.0,8.7,4.5,59.0,75
Karachi,24.8607,67.0011,2026-05-21 02:00:00,28.2,82,0.0,15.1,244,1003.2,40,54.5,22.4,152.0,6.7,4.2,60.0,76
Karachi,24.8607,67.0011,2026-05-21 03:00:00,28.2,82,0.0,14.8,248,1002.9,42,55.8,22.5,145.0,5.9,4.2,60.0,77
Karachi,24.8607,67.0011,2026-05-21 04:00:00,28.3,81,0.0,14.5,249,1003.1,39,57.2,22.8,145.0,5.8,4.4,59.0,77
Karachi,24.8607,67.0011,2026-05-21 05:00:00,28.3,80,0.0,13.3,249,1003.2,46,61.0,23.8,157.0,6.0,4.6,62.0,78
Karachi,24.8607,67.0011,2026-05-21 06:00:00,28.1,80,0.0,12.8,250,1003.7,35,63.6,24.7,195.0,6.9,5.0,64.0,78
Karachi,24.8607,67.0011,2026-05-21 07:00:00,28.7,80,0.0,14.1,253,1004.2,44,80.8,28.2,245.0,8.1,5.5,66.0,79
Karachi,24.8607,67.0011,2026-05-21 08:00:00,29.8,73,0.0,15.2,253,1004.8,32,100.8,33.1,275.0,8.5,5.8,71.0,80
Karachi,24.8607,67.0011,2026-05-21 09:00:00,30.9,68,0.0,15.5,252,1005.0,39,111.3,36.1,264.0,7.3,5.8,80.0,81
Karachi,24.8607,67.0011,2026-05-21 10:00:00,31.6,66,0.0,15.4,247,1005.2,30,105.7,34.6,233.0,5.2,5.7,92.0,82
Karachi,24.8607,67.0011,2026-05-21 11:00:00,32.5,60,0.0,15.8,243,1005.0,32,104.1,34.6,209.0,3.7,5.5,100.0,82
Karachi,24.8607,67.0011,2026-05-21 12:00:00,32.5,58,0.0,15.9,236,1004.6,19,103.6,34.1,203.0,3.1,5.4,102.0,83
Karachi,24.8607,67.0011,2026-05-21 13:00:00,32.6,59,0.0,17.1,229,1004.3,21,101.0,33.5,204.0,3.1,5.2,100.0,84
Karachi,24.8607,67.0011,2026-05-21 14:00:00,32.4,60,0.0,18.7,222,1003.5,8,95.5,32.7,210.0,3.4,5.1,96.0,84
Karachi,24.8607,67.0011,2026-05-21 15:00:00,32.1,63,0.0,20.4,219,1003.0,5,91.5,31.9,223.0,4.0,5.0,89.0,85
Karachi,24.8607,67.0011,2026-05-21 16:00:00,31.7,66,0.0,20.9,215,1002.6,1,87.5,31.1,241.0,5.0,4.8,80.0,85
Karachi,24.8607,67.0011,2026-05-21 17:00:00,31.6,69,0.0,20.3,212,1002.5,1,123.4,42.3,252.0,6.6,5.1,77.0,85
Karachi,24.8607,67.0011,2026-05-21 18:00:00,30.6,78,0.0,19.7,212,1002.8,2,122.5,42.6,249.0,8.2,5.2,70.0,86
Karachi,24.8607,67.0011,2026-05-21 19:00:00,29.9,79,0.0,18.6,214,1003.5,9,118.3,42.5,238.0,10.4,5.3,61.0,87
Karachi,24.8607,67.0011,2026-05-21 20:00:00,29.6,83,0.0,17.8,213,1004.0,43,115.3,42.6,228.0,12.3,5.5,54.0,88
Karachi,24.8607,67.0011,2026-05-21 21:00:00,29.3,85,0.0,16.6,214,1004.6,45,102.2,39.2,221.0,13.6,5.7,50.0,90
Karachi,24.8607,67.0011,2026-05-21 22:00:00,29.0,84,0.0,14.8,217,1005.3,44,97.3,38.0,215.0,14.5,6.0,49.0,91
Karachi,24.8607,67.0011,2026-05-21 23:00:00,29.0,84,0.0,14.0,227,1005.5,38,92.7,37.1,206.0,14.6,6.1,48.0,92
Karachi,24.8607,67.0011,2026-05-22 00:00:00,28.7,87,0.0,13.2,232,1005.5,41,90.3,36.4,191.0,13.5,5.9,48.0,93
Karachi,24.8607,67.0011,2026-05-22 01:00:00,28.5,87,0.0,11.9,238,1005.2,38,87.3,35.3,174.0,11.6,5.6,49.0,94
Karachi,24.8607,67.0011,2026-05-22 02:00:00,28.3,88,0.0,11.4,244,1005.1,43,84.8,34.1,162.0,10.1,5.4,49.0,96
Karachi,24.8607,67.0011,2026-05-22 03:00:00,28.1,87,0.0,10.6,260,1005.3,54,83.6,33.3,156.0,9.4,5.5,48.0,97
Karachi,24.8607,67.0011,2026-05-22 04:00:00,27.9,87,0.0,9.8,264,1005.3,32,82.4,32.6,155.0,9.1,5.7,47.0,98
Karachi,24.8607,67.0011,2026-05-22 05:00:00,28.1,85,0.0,9.4,263,1005.6,31,79.9,30.9,169.0,7.6,5.4,52.0,98
Karachi,24.8607,67.0011,2026-05-22 06:00:00,27.9,87,0.0,9.5,259,1006.1,16,79.9,31.0,214.0,8.2,5.8,53.0,99
Karachi,24.8607,67.0011,2026-05-22 07:00:00,28.7,87,0.0,10.4,250,1006.9,19,98.0,34.0,274.0,9.0,6.3,55.0,100
Karachi,24.8607,67.0011,2026-05-22 08:00:00,29.9,77,0.0,11.3,243,1007.2,18,117.6,37.4,310.0,9.1,6.7,60.0,100
Karachi,24.8607,67.0011,2026-05-22 09:00:00,30.9,71,0.0,12.0,237,1007.9,14,130.4,40.2,297.0,7.8,6.8,72.0,101
Karachi,24.8607,67.0011,2026-05-22 10:00:00,31.7,68,0.0,12.8,231,1008.3,14,138.8,42.4,259.0,5.8,6.9,87.0,101
Karachi,24.8607,67.0011,2026-05-22 11:00:00,32.4,64,0.0,13.5,225,1008.1,7,139.7,43.8,231.0,4.3,6.8,98.0,102
Karachi,24.8607,67.0011,2026-05-22 12:00:00,32.7,61,0.0,13.6,221,1008.0,4,143.0,45.1,227.0,3.7,6.6,103.0,103
Karachi,24.8607,67.0011,2026-05-22 13:00:00,33.0,60,0.0,13.6,222,1007.2,0,143.9,45.5,233.0,3.5,6.4,105.0,104
Karachi,24.8607,67.0011,2026-05-22 14:00:00,32.9,59,0.0,14.6,225,1006.7,0,143.9,45.6,242.0,3.8,6.2,103.0,105
Karachi,24.8607,67.0011,2026-05-22 15:00:00,32.4,60,0.0,15.7,225,1006.3,1,141.6,45.4,256.0,4.6,6.1,95.0,107
Karachi,24.8607,67.0011,2026-05-22 16:00:00,31.5,65,0.0,17.3,223,1005.8,1,132.2,43.9,273.0,5.9,5.9,83.0,108
Karachi,24.8607,67.0011,2026-05-22 17:00:00,31.3,71,0.0,17.5,217,1005.6,3,163.0,52.6,279.0,7.5,5.8,74.0,109
Karachi,24.8607,67.0011,2026-05-22 18:00:00,30.1,80,0.0,17.2,218,1006.0,4,156.9,51.2,265.0,8.6,5.6,67.0,110
Karachi,24.8607,67.0011,2026-05-22 19:00:00,29.6,81,0.0,17.2,221,1006.3,20,148.1,49.6,239.0,10.1,5.4,57.0,111
Karachi,24.8607,67.0011,2026-05-22 20:00:00,29.4,85,0.0,18.3,224,1007.0,43,147.6,49.1,217.0,11.0,5.2,50.0,112
Karachi,24.8607,67.0011,2026-05-22 21:00:00,29.2,86,0.0,18.5,226,1007.4,54,151.3,49.1,204.0,10.9,5.1,48.0,113
Karachi,24.8607,67.0011,2026-05-22 22:00:00,29.1,83,0.0,17.0,230,1007.8,61,142.5,48.5,195.0,10.2,5.1,50.0,114
Karachi,24.8607,67.0011,2026-05-22 23:00:00,29.1,84,0.0,15.8,241,1007.8,58,139.2,48.9,185.0,9.4,5.0,51.0,115
Karachi,24.8607,67.0011,2026-05-23 00:00:00,29.0,85,0.0,14.0,258,1008.0,58,137.4,49.0,170.0,8.5,4.9,52.0,116
Karachi,24.8607,67.0011,2026-05-23 01:00:00,28.8,83,0.0,12.8,272,1007.6,69,135.0,49.1,154.0,7.6,4.7,53.0,117
Karachi,24.8607,67.0011,2026-05-23 02:00:00,28.5,86,0.0,11.7,271,1007.6,43,133.6,48.4,143.0,6.8,4.6,54.0,119
Karachi,24.8607,67.0011,2026-05-23 03:00:00,28.4,83,0.0,10.6,274,1007.7,39,127.6,46.9,136.0,6.3,4.7,55.0,120
Karachi,24.8607,67.0011,2026-05-23 04:00:00,28.2,85,0.0,9.9,268,1007.3,33,121.1,44.0,134.0,6.1,4.8,57.0,122
Karachi,24.8607,67.0011,2026-05-23 05:00:00,28.0,85,0.0,10.3,263,1007.6,29,99.0,38.0,149.0,6.2,5.0,61.0,123
Karachi,24.8607,67.0011,2026-05-23 06:00:00,27.7,88,0.0,10.0,263,1007.7,29,90.3,36.2,199.0,7.2,5.4,64.0,124
Karachi,24.8607,67.0011,2026-05-23 07:00:00,28.3,85,0.0,10.3,273,1008.4,31,105.9,38.2,265.0,8.6,5.9,68.0,124
Karachi,24.8607,67.0011,2026-05-23 08:00:00,29.4,74,0.0,10.0,278,1008.6,29,110.8,40.2,305.0,9.1,6.3,75.0,125
Karachi,24.8607,67.0011,2026-05-23 09:00:00,30.6,68,0.0,10.6,271,1009.1,17,109.4,40.4,293.0,7.9,6.5,89.0,125
Karachi,24.8607,67.0011,2026-05-23 10:00:00,31.6,63,0.0,11.4,257,1009.4,10,108.3,40.7,255.0,5.9,6.6,106.0,125
Karachi,24.8607,67.0011,2026-05-23 11:00:00,32.3,59,0.0,12.3,245,1009.1,9,106.6,40.5,226.0,4.3,6.5,118.0,125
Karachi,24.8607,67.0011,2026-05-23 12:00:00,32.6,56,0.0,13.3,234,1008.8,2,102.9,40.0,221.0,3.6,6.2,122.0,124
Karachi,24.8607,67.0011,2026-05-23 13:00:00,32.5,55,0.0,15.2,226,1008.2,3,100.1,39.6,225.0,3.5,5.8,120.0,124
Karachi,24.8607,67.0011,2026-05-23 14:00:00,32.0,56,0.0,17.3,222,1007.8,3,99.0,39.1,231.0,3.7,5.5,115.0,123
Karachi,24.8607,67.0011,2026-05-23 15:00:00,31.5,59,0.0,17.8,223,1007.6,1,99.4,38.8,239.0,4.4,5.2,105.0,123
Karachi,24.8607,67.0011,2026-05-23 16:00:00,31.0,63,0.0,17.9,229,1007.1,2,100.8,39.0,248.0,5.5,5.0,91.0,122
Karachi,24.8607,67.0011,2026-05-23 17:00:00,30.9,67,0.0,17.4,236,1006.6,4,101.0,39.0,253.0,7.1,5.0,84.0,121
Karachi,24.8607,67.0011,2026-05-23 18:00:00,29.9,75,0.0,16.2,240,1007.0,4,102.2,39.5,249.0,8.7,5.1,76.0,120
Karachi,24.8607,67.0011,2026-05-23 19:00:00,29.0,78,0.0,15.1,242,1006.9,1,101.3,39.5,240.0,11.0,5.2,65.0,119
Karachi,24.8607,67.0011,2026-05-23 20:00:00,28.6,84,0.0,14.4,244,1007.1,6,100.4,39.5,229.0,12.8,5.3,57.0,118
Karachi,24.8607,67.0011,2026-05-23 21:00:00,28.6,85,0.0,14.4,246,1007.4,14,92.2,38.6,215.0,13.9,5.4,54.0,117
Karachi,24.8607,67.0011,2026-05-23 22:00:00,28.5,84,0.0,15.2,244,1008.0,22,89.6,38.5,199.0,14.6,5.6,54.0,116
Karachi,24.8607,67.0011,2026-05-23 23:00:00,28.5,84,0.0,14.9,245,1008.1,22,88.0,38.2,183.0,14.1,5.5,55.0,115
Karachi,24.8607,67.0011,2026-05-24 00:00:00,28.2,85,0.0,13.9,250,1008.0,36,85.7,37.3,166.0,11.7,5.0,58.0,113
Karachi,24.8607,67.0011,2026-05-24 01:00:00,28.0,83,0.0,14.3,260,1007.4,53,85.2,36.2,149.0,8.3,4.2,63.0,112
Karachi,24.8607,67.0011,2026-05-24 02:00:00,27.8,83,0.0,14.6,265,1007.4,47,82.4,35.2,137.0,5.6,3.7,67.0,111
Karachi,24.8607,67.0011,2026-05-24 03:00:00,27.8,81,0.0,14.6,267,1006.8,31,82.0,34.6,132.0,4.5,3.6,68.0,109
Karachi,24.8607,67.0011,2026-05-24 04:00:00,27.8,81,0.0,14.2,269,1006.9,34,85.7,35.7,133.0,4.3,3.7,68.0,108
Karachi,24.8607,67.0011,2026-05-24 05:00:00,27.9,80,0.0,14.8,268,1007.1,25,77.8,33.4,140.0,4.2,3.7,72.0,107
Karachi,24.8607,67.0011,2026-05-24 06:00:00,28.0,80,0.0,14.5,263,1007.8,27,81.0,33.9,158.0,4.5,3.9,74.0,107
Karachi,24.8607,67.0011,2026-05-24 07:00:00,28.8,77,0.0,15.8,259,1008.3,21,104.1,39.2,182.0,5.0,4.3,76.0,107
Karachi,24.8607,67.0011,2026-05-24 08:00:00,29.7,71,0.0,17.9,260,1008.7,28,108.7,40.6,195.0,5.0,4.5,79.0,107
Karachi,24.8607,67.0011,2026-05-24 09:00:00,30.7,65,0.0,18.4,260,1009.1,28,109.0,40.7,188.0,4.3,4.6,84.0,107
Karachi,24.8607,67.0011,2026-05-24 10:00:00,31.5,62,0.0,18.8,261,1009.2,29,109.7,40.9,171.0,3.2,4.6,90.0,107
Karachi,24.8607,67.0011,2026-05-24 11:00:00,32.4,58,0.0,19.8,258,1009.2,23,108.7,40.4,158.0,2.4,4.6,94.0,107
Karachi,24.8607,67.0011,2026-05-24 12:00:00,32.7,56,0.0,20.2,254,1008.5,15,108.5,40.2,156.0,2.1,4.5,93.0,107
Karachi,24.8607,67.0011,2026-05-24 13:00:00,32.6,58,0.0,20.2,247,1007.9,8,108.0,39.7,159.0,2.0,4.3,90.0,107
Karachi,24.8607,67.0011,2026-05-24 14:00:00,32.9,57,0.0,20.5,241,1007.0,1,107.1,39.1,164.0,2.2,4.1,86.0,107
Karachi,24.8607,67.0011,2026-05-24 15:00:00,32.5,56,0.0,20.7,237,1006.6,0,102.4,37.6,175.0,2.6,4.1,80.0,107
Karachi,24.8607,67.0011,2026-05-24 16:00:00,31.8,61,0.0,20.5,234,1006.1,0,96.9,35.7,188.0,3.3,4.1,74.0,107
Karachi,24.8607,67.0011,2026-05-24 17:00:00,31.1,66,0.0,20.8,233,1005.8,0,118.5,43.9,195.0,4.3,4.1,68.0,106
Karachi,24.8607,67.0011,2026-05-24 18:00:00,30.0,72,0.0,20.4,228,1005.6,0,110.1,41.4,191.0,5.3,4.2,62.0,107
Karachi,24.8607,67.0011,2026-05-24 19:00:00,29.1,80,0.0,20.0,225,1005.9,0,99.4,39.1,181.0,6.7,4.3,55.0,107
Karachi,24.8607,67.0011,2026-05-24 20:00:00,28.8,83,0.0,20.7,225,1006.0,22,83.4,32.8,171.0,7.7,4.4,49.0,107
Karachi,24.8607,67.0011,2026-05-24 21:00:00,28.8,84,0.0,21.7,228,1006.6,40,70.1,28.6,164.0,7.9,4.4,47.0,106
Karachi,24.8607,67.0011,2026-05-24 22:00:00,28.8,84,0.0,20.4,231,1007.1,47,65.4,27.1,158.0,7.6,4.3,47.0,105
Karachi,24.8607,67.0011,2026-05-24 23:00:00,28.9,85,0.0,19.6,237,1007.5,44,62.4,25.5,151.0,7.1,4.2,48.0,104
Karachi,24.8607,67.0011,2026-05-25 00:00:00,28.7,84,0.0,19.6,241,1007.1,49,59.1,24.0,141.0,6.2,3.9,49.0,103
Karachi,24.8607,67.0011,2026-05-25 01:00:00,28.8,85,0.0,18.4,248,1006.7,45,58.2,23.3,131.0,5.1,3.6,50.0,101
Karachi,24.8607,67.0011,2026-05-25 02:00:00,28.6,86,0.0,18.2,254,1006.2,42,58.8,23.3,125.0,4.3,3.3,51.0,100
Karachi,24.8607,67.0011,2026-05-25 03:00:00,28.4,85,0.0,17.8,264,1005.9,40,58.3,23.4,121.0,3.9,3.2,52.0,99
Karachi,24.8607,67.0011,2026-05-25 04:00:00,28.4,86,0.0,17.2,265,1006.0,36,57.9,23.6,122.0,3.7,3.3,53.0,98
Karachi,24.8607,67.0011,2026-05-25 05:00:00,28.1,88,0.0,16.3,264,1006.0,28,61.9,24.9,134.0,3.8,3.3,54.0,97
Karachi,24.8607,67.0011,2026-05-25 06:00:00,28.2,88,0.0,15.9,264,1005.9,39,58.9,24.6,171.0,4.8,3.7,55.0,96
Karachi,24.8607,67.0011,2026-05-25 07:00:00,29.0,89,0.0,17.8,263,1006.6,40,69.8,27.0,220.0,6.1,4.2,58.0,95
Karachi,24.8607,67.0011,2026-05-25 08:00:00,30.2,78,0.0,18.1,265,1006.9,46,95.5,34.6,250.0,6.8,4.7,62.0,94
Karachi,24.8607,67.0011,2026-05-25 09:00:00,31.3,71,0.0,18.4,267,1007.2,56,99.0,34.8,243.0,6.1,5.0,70.0,94
Karachi,24.8607,67.0011,2026-05-25 10:00:00,32.0,69,0.0,17.3,262,1007.3,24,103.6,35.9,216.0,4.7,5.2,80.0,93
Karachi,24.8607,67.0011,2026-05-25 11:00:00,32.4,67,0.0,17.9,257,1007.1,13,105.2,36.4,196.0,3.6,5.3,87.0,93
Karachi,24.8607,67.0011,2026-05-25 12:00:00,32.6,64,0.0,19.3,252,1006.6,4,102.0,36.1,189.0,3.1,5.2,89.0,92
Karachi,24.8607,67.0011,2026-05-25 13:00:00,32.9,63,0.0,21.2,246,1005.9,1,90.3,33.5,189.0,2.9,4.9,89.0,92
Karachi,24.8607,67.0011,2026-05-25 14:00:00,32.9,63,0.0,21.7,242,1005.0,0,83.4,31.5,195.0,3.2,4.7,86.0,92
Karachi,24.8607,67.0011,2026-05-25 15:00:00,32.4,67,0.0,21.5,239,1004.3,0,79.9,30.3,213.0,4.0,4.6,81.0,91
Karachi,24.8607,67.0011,2026-05-25 16:00:00,31.8,70,0.0,20.3,235,1003.9,0,74.0,28.6,238.0,5.3,4.6,73.0,90
Karachi,24.8607,67.0011,2026-05-25 17:00:00,31.6,73,0.0,19.5,233,1003.4,0,80.3,31.0,255.0,6.9,4.9,69.0,90
Karachi,24.8607,67.0011,2026-05-25 18:00:00,30.5,81,0.0,17.2,228,1003.6,0,66.6,27.8,257.0,9.0,5.0,62.0,88
Karachi,24.8607,67.0011,2026-05-25 19:00:00,29.6,87,0.0,16.2,229,1003.9,0,50.3,22.6,250.0,11.8,5.2,52.0,87
Karachi,24.8607,67.0011,2026-05-25 20:00:00,29.4,92,0.0,15.6,231,1004.2,19,42.4,19.7,239.0,14.3,5.5,44.0,86
Karachi,24.8607,67.0011,2026-05-25 21:00:00,29.3,93,0.0,12.4,231,1004.7,54,39.9,19.4,225.0,16.2,5.9,40.0,85
Karachi,24.8607,67.0011,2026-05-25 22:00:00,29.0,91,0.0,10.8,232,1005.2,49,38.1,19.1,207.0,17.7,6.4,38.0,84
Karachi,24.8607,67.0011,2026-05-25 23:00:00,29.3,90,0.0,11.6,231,1005.5,26,37.7,19.4,189.0,17.8,6.6,38.0,83
Karachi,24.8607,67.0011,2026-05-26 00:00:00,28.8,95,0.0,11.1,226,1005.0,14,37.5,19.0,172.0,15.7,6.2,40.0,83
Karachi,24.8607,67.0011,2026-05-26 01:00:00,28.6,93,0.0,11.5,222,1004.9,19,36.6,17.9,155.0,12.3,5.4,44.0,82
Karachi,24.8607,67.0011,2026-05-26 02:00:00,28.3,94,0.0,12.7,224,1004.3,9,34.9,16.7,143.0,9.4,4.8,47.0,82
Karachi,24.8607,67.0011,2026-05-26 03:00:00,28.2,94,0.0,12.3,226,1004.3,34,35.3,16.1,134.0,7.5,4.5,49.0,81
Karachi,24.8607,67.0011,2026-05-26 04:00:00,28.1,94,0.0,12.7,226,1004.3,63,36.2,15.9,131.0,6.2,4.4,51.0,80
Karachi,24.8607,67.0011,2026-05-26 05:00:00,28.1,95,0.0,13.5,232,1004.2,75,33.2,15.4,144.0,6.0,4.3,52.0,80
Karachi,24.8607,67.0011,2026-05-26 06:00:00,28.0,95,0.0,12.2,239,1004.8,76,34.1,15.8,192.0,7.0,4.7,53.0,79
Karachi,24.8607,67.0011,2026-05-26 07:00:00,28.8,93,0.0,12.6,250,1005.4,51,41.8,18.2,256.0,8.3,5.3,54.0,78
Karachi,24.8607,67.0011,2026-05-26 08:00:00,30.1,81,0.0,11.2,258,1005.8,30,57.9,23.5,296.0,8.8,5.8,60.0,77
